timestamp,src_ip,dst_ip,protocol,icmp_type,icmp_code,packet_size,packets_per_second,bytes_per_second,is_attack
2025-05-17 17:25:33.054057,192.168.249.226,10.0.0.3,ICMP,8,0,669,2.503001744009015,1674.508166742031,0
2025-05-17 17:49:48.101606,192.168.124.164,10.0.0.8,ICMP,0,0,1473,3.3527399267783533,4938.585912144515,0
2025-05-17 17:58:10.129539,192.168.78.121,10.0.0.2,ICMP,0,0,591,2.8359263438141573,1676.0324691941669,0
2025-05-17 18:00:22.160726,192.168.48.67,10.0.0.3,ICMP,0,0,438,3.9540639139592324,1731.8799943141437,0
2025-05-17 17:31:13.937081,45.154.58.167,10.0.0.1,ICMP,8,0,2087,100.0,208700.0,1
2025-05-17 17:31:04.324055,192.168.158.120,10.0.0.7,ICMP,8,0,784,2.4754139990366966,1940.7245752447702,0
2025-05-17 17:45:39.958246,192.168.49.21,10.0.0.4,ICMP,8,0,156,3.3543485487669624,523.2783736076461,0
2025-05-17 18:03:46.648783,192.168.137.212,10.0.0.2,ICMP,8,0,1416,0.6189868791809903,876.4854209202822,0
2025-05-17 17:54:00.687808,192.168.217.86,10.0.0.3,ICMP,0,0,459,4.796853334727672,2201.755680640001,0
2025-05-17 17:37:38.812632,192.168.138.56,10.0.0.1,ICMP,8,0,592,4.68701530054666,2774.7130579236227,0
2025-05-17 18:07:47.011632,192.168.171.204,10.0.0.4,ICMP,8,0,1220,4.6202469677687485,5636.701300677873,0
2025-05-17 17:29:13.397081,45.20.96.38,10.0.0.1,ICMP,8,0,2441,100.0,244100.0,1
2025-05-17 17:28:13.957081,45.207.52.86,10.0.0.1,ICMP,8,0,2531,100.0,253100.0,1
2025-05-17 18:05:51.941476,192.168.186.54,10.0.0.7,ICMP,0,0,1372,2.763073700056771,3790.93711647789,0
2025-05-17 17:57:08.509164,192.168.54.163,10.0.0.9,ICMP,0,0,864,2.52007920439883,2177.348432600589,0
2025-05-17 17:25:13.677081,45.189.104.32,10.0.0.1,ICMP,8,0,2622,100.0,262200.0,1
2025-05-17 17:31:13.307081,45.154.58.167,10.0.0.1,ICMP,8,0,2636,100.0,263600.0,1
2025-05-17 18:02:44.381448,192.168.75.113,10.0.0.8,ICMP,8,0,167,3.071502392331991,512.9408995194425,0
2025-05-17 17:25:32.997649,192.168.191.123,10.0.0.8,ICMP,8,0,1454,1.3360388858903351,1942.6005400845472,0
2025-05-17 17:32:13.187081,45.148.82.50,10.0.0.1,ICMP,8,0,1701,100.0,170100.0,1
2025-05-17 17:58:29.002907,192.168.103.215,10.0.0.4,ICMP,0,0,1083,1.5586259169556231,1687.9918680629398,0
2025-05-17 18:14:09.675272,192.168.206.49,10.0.0.5,ICMP,0,0,239,3.404038511130121,813.5652041600989,0
2025-05-17 18:19:36.945752,192.168.148.15,10.0.0.5,ICMP,0,0,907,2.179506188555301,1976.812113019658,0
2025-05-17 17:33:12.265196,192.168.94.42,10.0.0.5,ICMP,0,0,353,1.8591037635883925,656.2636285467025,0
2025-05-17 17:53:44.273748,192.168.66.70,10.0.0.9,ICMP,0,0,595,1.6817679878944667,1000.6519527972076,0
2025-05-17 17:59:40.186085,192.168.183.200,10.0.0.5,ICMP,8,0,686,4.262402517759945,2924.0081271833224,0
2025-05-17 17:30:13.187081,45.189.104.32,10.0.0.1,ICMP,8,0,1749,100.0,174900.0,1
2025-05-17 17:32:14.137081,45.148.82.50,10.0.0.1,ICMP,8,0,1918,100.0,191800.0,1
2025-05-17 17:30:13.577081,45.189.104.32,10.0.0.1,ICMP,8,0,225,100.0,22500.0,1
2025-05-17 17:55:50.801696,192.168.108.195,10.0.0.8,ICMP,8,0,192,2.3545028701326713,452.06455106547287,0
2025-05-17 17:26:17.128056,192.168.70.17,10.0.0.3,ICMP,0,0,1391,0.55899486145896,777.5618522894134,0
2025-05-17 18:04:56.661063,192.168.193.106,10.0.0.4,ICMP,8,0,279,2.0336824425395568,567.3974014685364,0
2025-05-17 17:33:13.277081,45.207.52.86,10.0.0.1,ICMP,8,0,2672,100.0,267200.0,1
2025-05-17 17:50:47.253255,192.168.231.168,10.0.0.7,ICMP,8,0,1053,3.868399552482649,4073.4247287642297,0
2025-05-17 18:15:30.133749,192.168.76.35,10.0.0.9,ICMP,0,0,223,0.715068488016592,159.4602728277,0
2025-05-17 17:42:00.078747,192.168.55.244,10.0.0.4,ICMP,8,0,894,1.8692661590710826,1671.123946209548,0
2025-05-17 18:13:07.493706,192.168.219.155,10.0.0.2,ICMP,0,0,1100,2.739608769980892,3013.5696469789814,0
2025-05-17 17:33:57.093978,192.168.2.218,10.0.0.8,ICMP,0,0,1174,3.8583613969057704,4529.716279967374,0
2025-05-17 18:13:31.005124,192.168.139.108,10.0.0.2,ICMP,0,0,1308,4.3846313155627445,5735.09776075607,0
2025-05-17 17:54:45.875709,192.168.38.169,10.0.0.4,ICMP,0,0,388,3.602041350273063,1397.5920439059485,0
2025-05-17 18:18:24.204942,192.168.189.31,10.0.0.3,ICMP,8,0,414,0.2977190516125286,123.25568736758684,0
2025-05-17 17:28:13.247081,45.207.52.86,10.0.0.1,ICMP,8,0,1890,100.0,189000.0,1
2025-05-17 17:25:13.867081,45.189.104.32,10.0.0.1,ICMP,8,0,358,100.0,35800.0,1
2025-05-17 18:21:14.434627,192.168.140.154,10.0.0.5,ICMP,0,0,123,0.9819981213923656,120.78576893126098,0
2025-05-17 17:33:13.417081,45.207.52.86,10.0.0.1,ICMP,8,0,1443,100.0,144300.0,1
2025-05-17 17:55:40.396062,192.168.14.127,10.0.0.5,ICMP,0,0,868,1.3515985771258436,1173.1875649452322,0
2025-05-17 17:54:35.170992,192.168.153.21,10.0.0.1,ICMP,0,0,1066,4.756368195695894,5070.288496611824,0
2025-05-17 17:33:13.647081,45.207.52.86,10.0.0.1,ICMP,8,0,2626,100.0,262600.0,1
2025-05-17 17:39:27.066353,192.168.215.187,10.0.0.8,ICMP,0,0,1326,2.8902732370411517,3832.502312316567,0
2025-05-17 18:18:03.837655,192.168.227.230,10.0.0.8,ICMP,8,0,1176,3.005405680724346,3534.357080531831,0
2025-05-17 17:59:33.894972,192.168.17.241,10.0.0.1,ICMP,0,0,785,4.863270366740323,3817.667237891154,0
2025-05-17 17:25:13.707081,45.189.104.32,10.0.0.1,ICMP,8,0,1908,100.0,190800.0,1
2025-05-17 17:30:13.327081,45.189.104.32,10.0.0.1,ICMP,8,0,1826,100.0,182600.0,1
2025-05-17 18:05:53.418629,192.168.19.120,10.0.0.4,ICMP,0,0,204,0.49147907017766823,100.26173031624432,0
2025-05-17 17:35:24.708809,192.168.62.94,10.0.0.8,ICMP,8,0,822,0.35301384158511295,290.1773777829628,0
2025-05-17 17:49:37.312853,192.168.129.236,10.0.0.8,ICMP,0,0,1226,1.0743277800351454,1317.1258583230883,0
2025-05-17 18:08:05.569644,192.168.66.100,10.0.0.3,ICMP,0,0,301,0.4353594752888681,131.0432020619493,0
2025-05-17 17:24:13.447081,45.20.96.38,10.0.0.1,ICMP,8,0,1503,100.0,150300.0,1
2025-05-17 18:20:23.936730,192.168.205.170,10.0.0.3,ICMP,8,0,343,1.0464729804928015,358.9402323090309,0
2025-05-17 17:31:13.457081,45.154.58.167,10.0.0.1,ICMP,8,0,2976,100.0,297600.0,1
2025-05-17 18:18:17.306966,192.168.39.91,10.0.0.4,ICMP,0,0,1143,1.6953475493431562,1937.7822488992276,0
2025-05-17 18:15:57.473221,192.168.231.200,10.0.0.3,ICMP,0,0,297,1.1853183894122363,352.03956165543417,0
2025-05-17 18:08:04.012425,192.168.8.28,10.0.0.5,ICMP,0,0,227,4.544019763290686,1031.4924862669857,0
2025-05-17 18:15:43.057076,192.168.162.188,10.0.0.6,ICMP,8,0,73,1.4483335511915334,105.72834923698194,0
2025-05-17 17:58:07.327741,192.168.136.176,10.0.0.1,ICMP,8,0,198,4.492717000570547,889.5579661129683,0
2025-05-17 17:48:24.007050,192.168.76.73,10.0.0.6,ICMP,8,0,614,2.1928509874547375,1346.4105062972087,0
2025-05-17 17:32:14.037081,45.148.82.50,10.0.0.1,ICMP,8,0,724,100.0,72400.0,1
2025-05-17 17:31:13.897081,45.154.58.167,10.0.0.1,ICMP,8,0,2708,100.0,270800.0,1
2025-05-17 17:49:49.507581,192.168.184.211,10.0.0.1,ICMP,0,0,349,4.1991675851324315,1465.5094872112186,0
2025-05-17 17:34:13.853946,192.168.188.57,10.0.0.4,ICMP,0,0,646,2.4567671604420065,1587.0715856455363,0
2025-05-17 17:38:25.242623,192.168.39.36,10.0.0.8,ICMP,0,0,267,4.240559962063302,1132.2295098709017,0
2025-05-17 17:30:13.467081,45.189.104.32,10.0.0.1,ICMP,8,0,1873,100.0,187300.0,1
2025-05-17 17:28:21.207883,192.168.93.176,10.0.0.1,ICMP,8,0,1463,4.400691676256456,6438.211922363195,0
2025-05-17 17:32:13.207081,45.148.82.50,10.0.0.1,ICMP,8,0,1934,100.0,193400.0,1
2025-05-17 17:45:15.866965,192.168.193.79,10.0.0.3,ICMP,8,0,460,4.922038373435919,2264.137651780523,0
2025-05-17 17:47:19.499954,192.168.41.99,10.0.0.2,ICMP,8,0,290,1.9120849543371656,554.504636757778,0
2025-05-17 17:25:13.947081,45.189.104.32,10.0.0.1,ICMP,8,0,2148,100.0,214800.0,1
2025-05-17 17:28:52.008578,192.168.130.84,10.0.0.4,ICMP,0,0,881,0.6488573940342078,571.6433641441371,0
2025-05-17 17:24:51.987423,192.168.247.203,10.0.0.5,ICMP,0,0,374,1.8715528538947892,699.9607673566512,0
2025-05-17 17:43:27.741388,192.168.166.15,10.0.0.2,ICMP,0,0,1072,3.293167444341837,3530.275500334449,0
2025-05-17 18:07:05.973442,192.168.140.237,10.0.0.7,ICMP,0,0,1216,2.0045062782876575,2437.4796343977914,0
2025-05-17 17:45:12.691191,192.168.227.25,10.0.0.6,ICMP,0,0,1267,1.0946684400368665,1386.9449135267098,0
2025-05-17 17:30:13.667081,45.189.104.32,10.0.0.1,ICMP,8,0,2577,100.0,257700.0,1
2025-05-17 17:32:13.527081,45.148.82.50,10.0.0.1,ICMP,8,0,1372,100.0,137200.0,1
2025-05-17 18:08:15.915879,192.168.207.157,10.0.0.3,ICMP,8,0,475,1.5322218462753407,727.8053769807868,0
2025-05-17 17:42:21.777763,192.168.220.46,10.0.0.5,ICMP,0,0,1353,2.5769929259103335,3486.671428756681,0
2025-05-17 17:29:04.376941,192.168.149.163,10.0.0.2,ICMP,0,0,994,1.7958886600351494,1785.1133280749384,0
2025-05-17 17:42:01.228233,192.168.200.147,10.0.0.6,ICMP,0,0,686,2.0300347112139234,1392.6038118927515,0
2025-05-17 18:23:14.017801,192.168.142.67,10.0.0.7,ICMP,8,0,300,0.730861294090994,219.25838822729818,0
2025-05-17 17:24:38.615039,192.168.12.84,10.0.0.5,ICMP,0,0,1021,4.784302288247754,4884.772636300957,0
2025-05-17 17:24:13.387081,45.20.96.38,10.0.0.1,ICMP,8,0,2089,100.0,208900.0,1
2025-05-17 17:55:40.040537,192.168.234.90,10.0.0.6,ICMP,8,0,1101,3.772772873897553,4153.822934161206,0
2025-05-17 17:32:13.417081,45.148.82.50,10.0.0.1,ICMP,8,0,2381,100.0,238100.0,1
2025-05-17 17:26:13.977081,45.154.58.167,10.0.0.1,ICMP,8,0,2167,100.0,216700.0,1
2025-05-17 17:29:49.501608,192.168.135.147,10.0.0.1,ICMP,0,0,747,0.5195832305698244,388.1286732356588,0
2025-05-17 17:37:42.672303,192.168.68.197,10.0.0.8,ICMP,8,0,162,1.6990583115667377,275.2474464738115,0
2025-05-17 17:41:52.072226,192.168.24.60,10.0.0.3,ICMP,0,0,590,2.4594595224114957,1451.0811182227824,0
2025-05-17 17:27:13.577081,45.148.82.50,10.0.0.1,ICMP,8,0,784,100.0,78400.0,1
2025-05-17 17:33:13.517081,45.207.52.86,10.0.0.1,ICMP,8,0,1725,100.0,172500.0,1
2025-05-17 17:48:01.869337,192.168.207.210,10.0.0.3,ICMP,0,0,673,0.9367253889068896,630.4161867343367,0
2025-05-17 17:28:13.297081,45.207.52.86,10.0.0.1,ICMP,8,0,437,100.0,43700.0,1
2025-05-17 17:30:14.057081,45.189.104.32,10.0.0.1,ICMP,8,0,234,100.0,23400.0,1
2025-05-17 17:42:48.372273,192.168.188.27,10.0.0.8,ICMP,8,0,340,3.7384010809180652,1271.0563675121423,0
2025-05-17 17:53:04.080643,192.168.91.17,10.0.0.3,ICMP,0,0,88,2.542002086423451,223.6961836052637,0
2025-05-17 17:32:13.427081,45.148.82.50,10.0.0.1,ICMP,8,0,439,100.0,43900.0,1
2025-05-17 17:43:01.937997,192.168.229.134,10.0.0.3,ICMP,8,0,278,2.599295119866304,722.6040433228326,0
2025-05-17 17:33:14.037081,45.207.52.86,10.0.0.1,ICMP,8,0,1974,100.0,197400.0,1
2025-05-17 17:43:12.646317,192.168.22.115,10.0.0.9,ICMP,8,0,582,1.6330294881901373,950.4231621266599,0
2025-05-17 17:43:12.303998,192.168.33.188,10.0.0.1,ICMP,8,0,468,1.6413643395440898,768.158510906634,0
2025-05-17 18:21:21.762624,192.168.67.136,10.0.0.8,ICMP,8,0,403,2.424730978741602,977.1665844328655,0
2025-05-17 17:31:14.017081,45.154.58.167,10.0.0.1,ICMP,8,0,2001,100.0,200100.0,1
2025-05-17 17:32:13.807081,45.148.82.50,10.0.0.1,ICMP,8,0,1687,100.0,168700.0,1
2025-05-17 17:25:13.607081,45.189.104.32,10.0.0.1,ICMP,8,0,2169,100.0,216900.0,1
2025-05-17 18:02:30.675416,192.168.222.2,10.0.0.9,ICMP,8,0,1436,2.7921179770987266,4009.481415113771,0
2025-05-17 18:11:35.892532,192.168.247.135,10.0.0.4,ICMP,0,0,1144,0.6542182068584272,748.4256286460408,0
2025-05-17 17:28:13.487081,45.207.52.86,10.0.0.1,ICMP,8,0,1358,100.0,135800.0,1
2025-05-17 18:19:05.068377,192.168.155.123,10.0.0.3,ICMP,8,0,1416,4.702741577140635,6659.0820732311395,0
2025-05-17 17:49:01.100378,192.168.246.172,10.0.0.9,ICMP,0,0,1175,0.2901834442778304,340.9655470264507,0
2025-05-17 17:36:08.798141,192.168.91.45,10.0.0.2,ICMP,0,0,1390,0.22347556462324122,310.6310348263053,0
2025-05-17 17:29:13.587081,45.20.96.38,10.0.0.1,ICMP,8,0,2782,100.0,278200.0,1
2025-05-17 17:31:43.971954,192.168.123.144,10.0.0.1,ICMP,0,0,322,4.361509835773006,1404.406167118908,0
2025-05-17 17:24:13.377081,45.20.96.38,10.0.0.1,ICMP,8,0,664,100.0,66400.0,1
2025-05-17 17:33:13.467081,45.207.52.86,10.0.0.1,ICMP,8,0,1453,100.0,145300.0,1
2025-05-17 17:31:14.067081,45.154.58.167,10.0.0.1,ICMP,8,0,1766,100.0,176600.0,1
2025-05-17 17:29:13.947081,45.20.96.38,10.0.0.1,ICMP,8,0,441,100.0,44100.0,1
2025-05-17 17:28:13.217081,45.207.52.86,10.0.0.1,ICMP,8,0,1298,100.0,129800.0,1
2025-05-17 18:09:02.298121,192.168.187.160,10.0.0.5,ICMP,8,0,1114,4.952833625837723,5517.456659183224,0
2025-05-17 17:31:45.163092,192.168.121.160,10.0.0.6,ICMP,0,0,1410,3.2764590749813283,4619.807295723673,0
2025-05-17 18:01:11.582068,192.168.207.69,10.0.0.4,ICMP,0,0,1138,2.8160734586549676,3204.691595949353,0
2025-05-17 17:47:49.021935,192.168.78.16,10.0.0.7,ICMP,8,0,65,0.9210760425920819,59.86994276848532,0
2025-05-17 17:27:13.977081,45.148.82.50,10.0.0.1,ICMP,8,0,2963,100.0,296300.0,1
2025-05-17 18:03:36.939387,192.168.114.1,10.0.0.4,ICMP,0,0,1353,4.215099194513102,5703.029210176227,0
2025-05-17 18:02:16.776802,192.168.216.170,10.0.0.8,ICMP,8,0,519,4.060549653824094,2107.425270334705,0
2025-05-17 18:16:35.937341,192.168.104.151,10.0.0.3,ICMP,0,0,201,1.7012940587031093,341.960105799325,0
2025-05-17 17:33:13.727081,45.207.52.86,10.0.0.1,ICMP,8,0,523,100.0,52300.0,1
2025-05-17 17:52:55.075256,192.168.186.173,10.0.0.6,ICMP,0,0,790,3.9599367226816127,3128.350010918474,0
2025-05-17 17:25:13.757081,45.189.104.32,10.0.0.1,ICMP,8,0,213,100.0,21300.0,1
2025-05-17 17:32:13.167081,45.148.82.50,10.0.0.1,ICMP,8,0,2887,100.0,288700.0,1
2025-05-17 17:31:14.007081,45.154.58.167,10.0.0.1,ICMP,8,0,605,100.0,60500.0,1
2025-05-17 17:32:13.457081,45.148.82.50,10.0.0.1,ICMP,8,0,2328,100.0,232800.0,1
2025-05-17 18:18:24.411333,192.168.192.252,10.0.0.2,ICMP,0,0,161,3.219557175949185,518.3487053278188,0
2025-05-17 17:36:01.020428,192.168.181.215,10.0.0.8,ICMP,8,0,1160,4.9864657095276534,5784.300223052078,0
2025-05-17 18:02:53.435464,192.168.14.159,10.0.0.8,ICMP,0,0,251,2.457203230836024,616.7580109398419,0
2025-05-17 18:14:52.362851,192.168.183.138,10.0.0.7,ICMP,0,0,298,3.365288526533212,1002.8559809068972,0
2025-05-17 18:10:45.424209,192.168.56.75,10.0.0.3,ICMP,8,0,1093,2.85967065299599,3125.620023724617,0
2025-05-17 18:23:15.768011,192.168.10.158,10.0.0.9,ICMP,0,0,403,3.714153277785569,1496.8037709475843,0
2025-05-17 18:10:30.724704,192.168.70.156,10.0.0.3,ICMP,0,0,577,4.659593411602692,2688.585398494753,0
2025-05-17 17:38:00.928617,192.168.207.173,10.0.0.6,ICMP,8,0,1107,2.5675267920590987,2842.2521588094223,0
2025-05-17 17:48:08.825019,192.168.236.246,10.0.0.7,ICMP,0,0,965,3.1268619279027923,3017.4217604261944,0
2025-05-17 18:02:58.493034,192.168.86.154,10.0.0.5,ICMP,8,0,109,4.328841018326395,471.8436709975771,0
2025-05-17 17:41:06.074980,192.168.124.207,10.0.0.6,ICMP,0,0,1263,2.5297911018859773,3195.1261616819893,0
2025-05-17 17:52:15.661930,192.168.241.28,10.0.0.7,ICMP,0,0,682,0.8254928214952654,562.986104259771,0
2025-05-17 17:57:48.507046,192.168.104.223,10.0.0.2,ICMP,8,0,919,4.111529160449225,3778.4952984528372,0
2025-05-17 18:07:38.757518,192.168.201.228,10.0.0.5,ICMP,8,0,1095,1.696567097693233,1857.7409719740901,0
2025-05-17 17:48:43.507615,192.168.16.146,10.0.0.5,ICMP,8,0,1117,2.0203617584251545,2256.7440841608977,0
2025-05-17 18:11:59.749910,192.168.154.99,10.0.0.8,ICMP,8,0,1133,3.733973708514256,4230.592211746652,0
2025-05-17 17:27:47.689893,192.168.154.99,10.0.0.2,ICMP,8,0,1255,2.7880832337679737,3499.044458378807,0
2025-05-17 17:47:36.706609,192.168.129.212,10.0.0.7,ICMP,0,0,629,2.2761074288424314,1431.6715727418893,0
2025-05-17 17:26:50.246865,192.168.38.231,10.0.0.1,ICMP,8,0,267,1.0868556036900483,290.1904461852429,0
2025-05-17 18:03:36.142095,192.168.146.132,10.0.0.1,ICMP,8,0,76,1.1975144747388977,91.01110008015623,0
2025-05-17 18:20:22.003769,192.168.37.219,10.0.0.3,ICMP,0,0,322,4.538662010996598,1461.4491675409045,0
2025-05-17 18:04:19.835624,192.168.191.207,10.0.0.1,ICMP,8,0,1244,2.2570864586552095,2807.8155545670807,0
2025-05-17 18:13:54.852355,192.168.72.224,10.0.0.5,ICMP,8,0,153,1.8856083433774762,288.49807653675384,0
2025-05-17 17:28:34.682660,192.168.128.191,10.0.0.3,ICMP,8,0,206,1.141957444218371,235.24323350898445,0
2025-05-17 17:29:13.977081,45.20.96.38,10.0.0.1,ICMP,8,0,456,100.0,45600.0,1
2025-05-17 17:30:14.087081,45.189.104.32,10.0.0.1,ICMP,8,0,728,100.0,72800.0,1
2025-05-17 18:02:46.341010,192.168.194.174,10.0.0.9,ICMP,0,0,391,2.6435007471674687,1033.6087921424803,0
2025-05-17 17:28:39.859019,192.168.118.149,10.0.0.8,ICMP,8,0,657,4.757618925188017,3125.755633848527,0
2025-05-17 17:30:14.117081,45.189.104.32,10.0.0.1,ICMP,8,0,2385,100.0,238500.0,1
2025-05-17 18:03:24.541403,192.168.235.157,10.0.0.2,ICMP,8,0,1232,2.2085504974077157,2720.934212806306,0
2025-05-17 17:52:26.149806,192.168.98.198,10.0.0.6,ICMP,8,0,815,4.0118911124243,3269.6912566258047,0
2025-05-17 17:39:27.163012,192.168.12.254,10.0.0.7,ICMP,0,0,1200,0.8256259567716595,990.7511481259914,0
2025-05-17 17:28:13.997081,45.207.52.86,10.0.0.1,ICMP,8,0,713,100.0,71300.0,1
2025-05-17 18:15:20.156835,192.168.219.187,10.0.0.1,ICMP,8,0,330,3.2728469982937995,1080.039509436954,0
2025-05-17 17:52:01.275154,192.168.169.194,10.0.0.9,ICMP,0,0,1276,1.5829376691203916,2019.8284657976196,0
2025-05-17 17:25:20.195233,192.168.145.63,10.0.0.7,ICMP,8,0,1192,4.007958147034633,4777.4861112652825,0
2025-05-17 17:33:13.157081,45.207.52.86,10.0.0.1,ICMP,8,0,2838,100.0,283800.0,1
2025-05-17 18:15:46.148061,192.168.45.88,10.0.0.5,ICMP,8,0,1114,4.915172373997496,5475.502024633211,0
2025-05-17 17:24:13.337081,45.20.96.38,10.0.0.1,ICMP,8,0,1330,100.0,133000.0,1
2025-05-17 17:40:06.691132,192.168.229.97,10.0.0.4,ICMP,0,0,711,1.8980847881035234,1349.538284341605,0
2025-05-17 17:49:18.341281,192.168.53.181,10.0.0.1,ICMP,8,0,1234,1.2419606211258074,1532.5794064692464,0
2025-05-17 17:57:09.936733,192.168.142.188,10.0.0.2,ICMP,0,0,146,2.6606253367500514,388.4512991655075,0
2025-05-17 18:14:12.622399,192.168.110.214,10.0.0.1,ICMP,0,0,686,4.916797990574156,3372.923421533871,0
2025-05-17 17:30:13.407081,45.189.104.32,10.0.0.1,ICMP,8,0,1537,100.0,153700.0,1
2025-05-17 17:27:13.767081,45.148.82.50,10.0.0.1,ICMP,8,0,1033,100.0,103300.0,1
2025-05-17 17:28:13.917081,45.207.52.86,10.0.0.1,ICMP,8,0,2151,100.0,215100.0,1
2025-05-17 17:50:38.656383,192.168.42.98,10.0.0.3,ICMP,0,0,404,1.7779950962900957,718.3100189011986,0
2025-05-17 17:29:13.447081,45.20.96.38,10.0.0.1,ICMP,8,0,527,100.0,52700.0,1
2025-05-17 18:19:16.229143,192.168.254.216,10.0.0.9,ICMP,0,0,534,0.5957115361042058,318.1099602796459,0
2025-05-17 17:58:36.404815,192.168.1.252,10.0.0.9,ICMP,0,0,546,4.658720767952032,2543.6615393018096,0
2025-05-17 18:11:23.721935,192.168.58.79,10.0.0.4,ICMP,0,0,222,1.3191999451572887,292.8623878249181,0
2025-05-17 17:55:52.354163,192.168.238.65,10.0.0.1,ICMP,8,0,1250,1.615905954192063,2019.882442740079,0
2025-05-17 17:28:13.197081,45.207.52.86,10.0.0.1,ICMP,8,0,272,100.0,27200.0,1
2025-05-17 17:26:54.540367,192.168.139.77,10.0.0.1,ICMP,0,0,82,2.1140032688011745,173.34826804169631,0
2025-05-17 17:49:05.714367,192.168.220.63,10.0.0.8,ICMP,8,0,1228,2.04685876574223,2513.5425643314584,0
2025-05-17 17:58:03.773240,192.168.211.57,10.0.0.1,ICMP,8,0,702,1.1895297941305412,835.0499154796399,0
2025-05-17 17:25:13.697081,45.189.104.32,10.0.0.1,ICMP,8,0,978,100.0,97800.0,1
2025-05-17 18:16:30.426272,192.168.177.177,10.0.0.9,ICMP,8,0,693,1.4095675572206028,976.8303171538778,0
2025-05-17 18:10:08.041409,192.168.86.209,10.0.0.4,ICMP,8,0,562,1.9481760797427934,1094.8749568154499,0
2025-05-17 17:56:03.722001,192.168.212.178,10.0.0.6,ICMP,0,0,1177,1.0595821122579232,1247.1281461275755,0
2025-05-17 17:35:11.634679,192.168.114.146,10.0.0.4,ICMP,0,0,198,3.038551625699691,601.6332218885389,0
2025-05-17 17:47:46.898198,192.168.243.109,10.0.0.3,ICMP,0,0,488,4.308202178723958,2102.4026632172913,0
2025-05-17 17:28:13.887081,45.207.52.86,10.0.0.1,ICMP,8,0,2993,100.0,299300.0,1
2025-05-17 17:27:13.817081,45.148.82.50,10.0.0.1,ICMP,8,0,196,100.0,19600.0,1
2025-05-17 18:12:23.746206,192.168.176.214,10.0.0.1,ICMP,0,0,236,4.787197201515582,1129.7785395576773,0
2025-05-17 17:24:13.257081,45.20.96.38,10.0.0.1,ICMP,8,0,1854,100.0,185400.0,1
2025-05-17 17:45:07.079298,192.168.75.157,10.0.0.8,ICMP,8,0,1364,4.8411447024492125,6603.321374140726,0
2025-05-17 18:04:21.547936,192.168.98.144,10.0.0.3,ICMP,8,0,1173,1.5238790430511402,1787.5101174989875,0
2025-05-17 18:15:16.681082,192.168.131.82,10.0.0.8,ICMP,8,0,986,4.86792221261939,4799.771301642718,0
2025-05-17 17:30:13.927081,45.189.104.32,10.0.0.1,ICMP,8,0,776,100.0,77600.0,1
